shopid,seller_type,rating_star,display_response_rate,sku,camp_flag,main_category,p30_gmv,p30_order_cnt,follower_count,Decorated
76357393,NS,4.84,94,248,N,Home & Living,3553.42,108,119,1
76772530,NS,4.73,91,132,N,Women Shoes,2487.76,92,1083,0
76776221,NS,4.9,78,246,N,Women Clothes,9055.73,242,856,0
76903409,NS,4.98,95,28,N,Health & Beauty,2109.73,21,302,0
77728058,PS,4.94,95,139,N,Women Shoes,30835.69,623,4140,0
77759817,NS,4.86,78,49,N,Baby & Toys,1209.48,54,231,0
77947501,NS,4.96,78,194,N,Health & Beauty,1529.27,43,929,0
78826606,NS,4.65,92,28,N,Health & Beauty,769.78,8,352,0
79000599,NS,4.74,95,291,N,Men's Bags & Wallets,1595.01,22,1764,0
79263437,NS,4.7,93,934,N,Health & Beauty,17339.01,196,778,0
79917311,PS,4.97,95,102,N,Home & Living,11068.84,165,809,0
80134727,NS,4.92,88,18,N,Muslim Fashion,713.26,13,56,0
82071911,NS,4.78,86,813,N,Baby & Toys,1177.29,33,994,0
82391114,OS,4.98,89,18,N,Muslim Fashion,28050.28,209,3676,0
82592872,NS,4.69,65,278,N,Women's Bags,699.09,22,1059,0
82986930,NS,4.85,95,44,N,Automotive,5302.18,22,79,0
83530167,NS,4.78,91,1964,N,Home & Living,243.18,6,8,0
87026154,NS,4.72,92,232,N,Men Shoes,14795.04,241,1932,0
87036080,NS,4.79,57,1581,N,Mobile & Accessories,884.66,34,867,0
87626304,PS,4.97,95,318,N,Groceries & Pets,3475.13,120,189,0
90202436,NS,4.92,78,59,N,"Games, Books & Hobbies",487.22,11,9,0
90550161,NS,4.83,95,414,N,Automotive,778.65,15,35,0
91075865,NS,4.82,65,74,N,Baby & Toys,185.74,10,11,0
91138783,NS,4.63,88,4212,N,Women Shoes,1237.97,24,1391,0
91783969,NS,4.93,83,36,N,Mobile & Accessories,16045.77,32,172,0
93125220,NS,4.84,95,98,Y,Home & Living,891.22,11,683,1
93343929,NS,4.83,95,235,N,Home & Living,908.22,24,62,0
95481719,NS,4.55,91,2060,N,Women Clothes,2213.39,50,63,0
95941290,NS,4.54,84,562,N,Health & Beauty,1146.16,55,98,0
96759149,PS,4.7,88,4276,N,Automotive,13801.07,344,912,0
97282422,NS,4.9,95,22,N,Health & Beauty,4670,33,117,0
100682717,NS,4.54,78,2235,N,Computer & Accessories,296.1,11,1691,0
101426908,NS,5,65,33,N,Health & Beauty,123.17,8,770,0
102274790,NS,4.73,65,4701,N,Home & Living,2313.92,77,347,0
105032305,PS,4.96,89,277,N,Home & Living,8075.72,303,876,0
109567251,PS,4.86,94,131,N,Baby & Toys,3676.28,177,2496,0
109606347,NS,4.77,95,352,N,Mobile & Accessories,2835.45,29,6417,0
109751227,NS,4.7,84,1278,N,Men Clothes,566.4,10,607,0
110396801,NS,4.33,84,467,N,Men Shoes,993,8,118,0
110920087,NS,4.94,87,593,N,Women Clothes,615.39,26,3858,0
111616929,NS,4.88,92,96,N,Home & Living,4496.07,50,26,0
113958230,NS,4.98,84,323,N,Computer & Accessories,1907.08,12,8,0
115544774,PS,4.97,86,452,N,Baby & Toys,13053.77,219,373,0
127975071,NS,4.86,78,135,N,Groceries & Pets,16195.31,110,30,0
129526909,NS,4.98,92,108,N,Health & Beauty,1347.66,12,16,0
129619145,NS,4.62,78,385,N,Women Clothes,1050.67,14,1013,0
129685039,PS,4.86,89,519,N,Women Clothes,3711.09,239,1421,0
129770028,NS,4.89,65,1040,N,Home & Living,394.87,8,1220,0
130361152,NS,5,95,202,N,Baby & Toys,408.84,6,313,0
131302044,NS,4.67,95,659,N,Men Shoes,761.75,5,725,0
131966020,NS,4.87,95,163,N,Men Shoes,173.36,5,1567,0
132469123,NS,5,78,14,N,Baby & Toys,115.2,22,1,0
133014066,NS,4.82,84,182,N,Women Clothes,3305.43,122,1614,0
133264481,NS,4.81,95,96,N,Women Clothes,1198.03,84,1037,1
134420741,NS,5,90,104,Y,Women's Bags,1210,49,856,1
134833909,PS,4.74,78,511,N,Men Clothes,22397.91,618,383,0
135281249,NS,4.77,93,164,N,Automotive,13779.09,78,272,0
135759554,NS,4.93,95,128,N,Automotive,5127.73,17,860,0
136014365,NS,4.9,90,426,N,Home & Living,1031.94,31,2671,0
143730985,NS,4.83,91,276,N,Health & Beauty,3927.82,52,80,0
143850882,NS,5,90,400,N,Groceries & Pets,340.18,10,45,0
144034892,NS,4.92,95,9,N,Others,1289.69,21,2,0
144124361,NS,5,95,154,N,Travel & Luggage,196.84,9,259,0
146150734,NS,5,57,164,N,Baby & Toys,135.87,5,42,0
147263911,NS,4.36,95,644,N,Computer & Accessories,10594.88,51,27,0
23105,PS,4.93,78,53,N,Women Clothes,8119.13,249,2190,0
23772,PS,4.78,88,1380,N,Home & Living,333287.85,7942,35828,0
352317,NS,4.97,92,41,N,Health & Beauty,2172.66,14,86,0
565005,NS,4.96,95,139,N,Tickets & Vouchers,42535.98,1406,3376,0
873394,NS,4.97,65,44,N,Muslim Fashion,770,5,318,0
1158596,NS,4.94,65,25,N,Automotive,1260.4,6,134,0
1788100,NS,4.83,87,422,N,Home Appliances,11020.84,25,7205,0
1923706,NS,4.86,95,32,N,Health & Beauty,382.31,7,617,0
1997378,NS,4.73,92,104,N,Mobile & Accessories,617.69,10,163,0
2213212,NS,4.95,93,200,N,Health & Beauty,9367.63,37,589,0
2716572,PS,4.91,95,159,N,Baby & Toys,2655.2,59,2522,0
2985642,NS,4.94,95,26,N,Health & Beauty,948.03,13,153,0
4136281,NS,4.86,95,7,N,Muslim Fashion,369.65,8,108,0
5402558,NS,4.92,65,43,N,Computer & Accessories,1349.68,15,94,0
5445065,NS,4.99,95,726,N,"Games, Books & Hobbies",1900.46,15,133,0
5962492,PS,4.81,94,1476,N,Muslim Fashion,22862.95,165,7545,0
5998353,PS,4.89,94,131,N,Watches,14245.19,190,506,0
6516334,NS,4.85,89,27,N,Health & Beauty,363.83,10,72,0
7298497,NS,4.88,95,172,N,Men's Bags & Wallets,4631.56,52,1117,0
8467226,PS,4.86,87,161,N,Baby & Toys,8541.5,238,1864,0
9010768,PS,4.78,80,394,N,Women's Bags,3136.39,110,7980,0
9066403,NS,4.92,88,42,N,Baby & Toys,529.19,11,131,0
9233154,NS,4.9,91,71,N,Fashion Accessories,860,15,968,0
9268198,NS,4.76,78,127,N,Home & Living,2793.21,23,106,0
9533303,NS,4.95,57,34,N,Home & Living,275,8,725,0
9632660,PS,4.98,94,71,N,Fashion Accessories,9158.35,133,2150,0
11045306,NS,4.83,65,151,N,Mobile & Accessories,1040.28,41,570,0
11492302,NS,4.96,65,23,N,Groceries & Pets,1061.06,10,30,0
12261329,NS,4.9,92,839,N,"Games, Books & Hobbies",1406.55,33,174,0
14084780,PS,4.97,95,31,N,Groceries & Pets,15736.4,216,162,0
15846818,NS,4.98,90,16,N,Groceries & Pets,485.6,8,59,0
16334426,NS,4.91,84,41,N,Home & Living,3633.6,42,664,0
16640132,NS,4.94,82,102,N,Health & Beauty,310.16,7,4351,1
16719480,NS,4.71,88,7,N,"Games, Books & Hobbies",355.12,6,686,0
17308528,PS,4.88,95,112,N,Home & Living,10983.69,256,517,0
18708310,PS,4.96,92,411,N,Health & Beauty,4320.89,103,2481,0
19556708,NS,4.93,92,118,N,Home & Living,461.68,8,138,0
21087725,NS,4.83,78,221,N,Mobile & Accessories,3989.93,113,511,0
21134441,NS,4.82,80,5,N,Health & Beauty,409.3,6,756,0
21244310,PS,4.96,93,362,N,Sports & Outdoor,16633.28,236,1202,0
22039532,NS,4.94,80,43,N,Muslim Fashion,664.48,17,215,0
22183769,PS,4.97,95,8,N,Health & Beauty,2952.09,174,399,0
22722816,NS,4.54,65,513,N,Women Clothes,394.81,7,707,0
23057218,NS,4.78,93,905,N,Mobile & Accessories,46569.58,1295,1863,0
24379478,NS,4.86,95,415,N,Sports & Outdoor,5046.13,82,501,0
24923777,NS,4.96,95,25,N,Health & Beauty,740.75,20,267,0
25600985,NS,4.72,94,2990,N,Women Clothes,21781.74,785,23396,0
25927381,NS,4.92,95,7,N,Groceries & Pets,153.45,5,110,0
26794411,NS,5,84,10,N,Health & Beauty,360.17,8,921,0
27366240,NS,4.92,95,33,N,Muslim Fashion,854.52,17,490,0
28037504,NS,4.96,90,71,N,Health & Beauty,7982.29,208,380,0
29147778,NS,4.93,95,111,N,Home & Living,205.8,5,1226,0
29519187,PS,4.94,65,111,N,Groceries & Pets,56744.83,864,1847,0
29555800,NS,4.75,78,362,N,Women Clothes,1016.6,14,482,0
29613891,NS,4.95,88,15,N,Home & Living,220.11,8,1026,0
29658738,NS,4.99,95,40,N,Muslim Fashion,2606.93,32,761,0
30250013,NS,5,78,301,N,Muslim Fashion,397.15,12,666,0
30322974,NS,4.99,95,180,N,Muslim Fashion,2447,24,369,0
30533265,NS,4.9,65,469,N,Groceries & Pets,3021.83,38,204,0
30736937,NS,4.86,83,15,N,Home & Living,1055.8,10,40,0
31151099,PS,4.93,93,502,N,Muslim Fashion,10392.41,164,1750,0
34438149,PS,4.92,95,111,N,Mobile & Accessories,224563.62,233,819,0
35397146,NS,4.83,95,530,N,Baby & Toys,4506.62,17,1241,0
36221079,NS,4.72,78,871,N,Women Clothes,216.94,11,447,0
36540441,NS,5,89,25,N,Baby & Toys,101.2,6,30,0
37546774,OS,4.8,80,170,N,Computer & Accessories,4393.6,122,4572,0
38780189,NS,4.9,65,8,N,Others,2045.68,18,50,0
39369627,NS,4.73,90,1179,N,Watches,46202.92,1929,5507,0
39864093,NS,4.93,86,32,N,Muslim Fashion,452.65,7,608,0
40128425,PS,4.8,88,142,N,Baby & Toys,137059.23,2517,25025,0
40944821,NS,4.88,78,57,N,Women's Bags,393.62,6,688,0
40987532,NS,4.92,65,70,N,"Games, Books & Hobbies",275,14,86,0
41968638,NS,4.67,87,459,N,Fashion Accessories,4557.89,94,1792,0
42829910,NS,4.86,92,434,N,Health & Beauty,6047.45,67,666,0
43707039,NS,4.88,80,254,N,Health & Beauty,386,5,331,0
43745560,NS,4.91,93,98,N,Mobile & Accessories,1020.78,20,365,0
44425331,NS,4.91,93,339,N,Baby & Toys,558.76,10,996,0
46410927,NS,4.99,65,19,N,Health & Beauty,1535.87,12,184,0
47069100,NS,4.78,89,16,N,Health & Beauty,127,5,105,0
48837867,NS,4.8,86,53,N,Health & Beauty,142.16,5,341,0
49293242,PS,4.87,95,263,N,Home & Living,8052.03,170,351,0
49768357,NS,4.89,91,29,N,Home & Living,377.4,15,29,0
52638310,NS,4.88,94,65,N,Men Shoes,3869.88,89,532,0
53028156,NS,4.75,65,52,N,Home & Living,1459.55,48,308,0
53444543,NS,5,95,7,N,Baby & Toys,207.5,5,404,0
53591472,NS,4.62,86,408,N,Home & Living,160.22,10,835,0
53802003,NS,4.79,95,105,N,Watches,1651.64,31,399,0
53958656,NS,4.82,78,877,N,Mobile & Accessories,549.99,21,2560,0
54014918,NS,4.91,88,30,N,Women Clothes,514.01,24,132,0
54215121,NS,4.94,95,84,N,Fashion Accessories,244,6,107,0
56026875,PS,4.78,94,1431,N,Women's Bags,20803.61,452,2789,0
58364157,NS,4.73,84,121,N,Computer & Accessories,5734.46,32,55,0
59735152,NS,4.97,92,6,N,Tickets & Vouchers,3244.1,62,114,0
60303909,NS,4.68,94,2301,N,Automotive,4749.6,160,1403,0
60946306,NS,4.72,78,123,N,Mobile & Accessories,69656.66,269,2954,0
62701278,NS,4.65,93,2791,N,Mobile & Accessories,4705.77,132,677,0
63677464,NS,4.68,81,1883,N,Mobile & Accessories,5379.16,167,1088,0
63967716,NS,4.94,95,41,N,Home & Living,147.27,6,710,0
64606198,NS,4.83,89,234,N,Women Clothes,419.12,8,620,0
64645122,NS,4.73,87,631,N,Home & Living,4755.97,91,1296,0
64873871,PS,4.94,94,33,N,Health & Beauty,36865.33,347,988,0
65201105,NS,4.91,83,25,N,Muslim Fashion,2944,16,59,0
66466160,NS,4.74,84,13,N,Muslim Fashion,1234.64,20,350,0
69664091,NS,4.97,86,42,N,Fashion Accessories,1842.29,36,1512,0
69997413,NS,4.99,95,53,N,Groceries & Pets,337.2,11,25,0
70533861,NS,4.67,78,2965,N,Home & Living,645.91,12,65,0
73413104,PS,4.82,92,1528,N,Automotive,6925.22,64,783,0
75233293,NS,4.71,78,262,N,Automotive,2486.07,27,102,0
78948738,NS,4.87,95,42,N,Men Clothes,1487,14,3234,0
79034385,NS,4.83,65,33,N,Men Shoes,2420.6,13,585,0
79378661,NS,4.92,95,23,N,Others,799.3,18,140,0
79542087,NS,5,86,11,N,Health & Beauty,250,5,147,0
80712626,NS,4.95,95,386,N,Home & Living,1061.17,33,3809,0
82720605,NS,4.91,92,53,N,Home Appliances,2039.39,56,17,0
83080365,PS,4.74,89,3509,N,Women Clothes,5858.1,151,884,0
83102569,NS,5,86,566,N,Women Clothes,134.79,5,2126,0
83398541,NS,5,78,8,N,Muslim Fashion,1350,16,520,0
83437681,NS,4.67,87,506,N,Men Clothes,9347.61,158,234,0
84321832,NS,4.79,95,177,N,Mobile & Accessories,113.86,6,1,0
84858510,NS,4.5,85,1732,N,Women Clothes,292.35,5,718,0
86970749,NS,4.64,78,103,N,Mobile & Accessories,760.03,18,5,0
87146608,NS,4.96,95,72,N,Fashion Accessories,181.2,7,398,0
87794972,PS,4.94,95,7,N,Health & Beauty,15614.24,344,295,0
88321532,NS,4.7,78,171,N,Women Shoes,6426.58,159,2612,0
90243555,NS,4.82,78,1487,N,Mobile & Accessories,1341.68,96,86,0
96429632,NS,5,80,19,N,Muslim Fashion,560,6,19,0
96431003,NS,4.99,80,5,N,Muslim Fashion,5631.16,64,874,0
96721581,PS,4.92,89,49,N,Groceries & Pets,6631.64,160,584,0
98094968,NS,5,94,17,N,Fashion Accessories,2795.16,23,14097,0
98378125,PS,4.89,88,152,N,Mobile & Accessories,5296.56,126,798,0
98755338,NS,4.69,57,2945,N,Home & Living,2315.2,74,79,0
99606217,NS,4.96,95,238,N,Mobile & Accessories,7151.89,5,215,0
100340599,NS,4.85,95,78,N,Mobile & Accessories,119.77,14,2561,0
101424621,PS,4.95,57,59,N,Health & Beauty,10436.66,149,439,0
105290361,PS,4.81,57,192,Y,Mobile & Accessories,14753.27,330,8815,1
106379549,NS,4.86,57,99,N,Health & Beauty,194.5,8,238,0
106668194,NS,4.67,84,316,N,Mobile & Accessories,1334.7,32,1692,0
107267417,NS,4.95,78,142,N,Automotive,1766.39,16,72,0
108118013,NS,4.29,57,2792,N,Fashion Accessories,90.82,5,485,0
109554252,NS,4.95,65,44,N,Women Clothes,631.4,10,1736,0
116961776,NS,5,65,29,N,Groceries & Pets,125.84,5,38,0
117208411,NS,4.62,91,224,N,Mobile & Accessories,3575.8,51,4933,0
118950018,NS,4.89,89,862,N,Home Appliances,903.26,40,9,0
119831031,NS,4.94,93,108,N,Muslim Fashion,1197.24,24,557,0
120725925,NS,4.96,65,33,N,Health & Beauty,1417.16,40,43,0
122425145,NS,4.92,84,504,N,Home & Living,979.34,10,292,0
125500204,NS,5,78,13,N,Muslim Fashion,2220.04,18,102,0
126602141,NS,4.88,65,653,N,Home & Living,599.45,12,48,0
126606645,OS,4.91,84,702,N,Women's Bags,348247.39,3087,26128,0
127182401,NS,4.94,78,19,N,"Games, Books & Hobbies",792.38,13,954,0
128295681,NS,4.5,92,1286,N,Women Clothes,658.4,18,116,0
129063673,NS,4.8,65,35,N,Health & Beauty,2149.4,48,497,0
130027821,NS,4.81,65,11,N,Baby & Toys,868.97,36,161,0
130920739,NS,4.65,89,71,N,Mobile & Accessories,1120.77,38,312,1
130983172,NS,5,95,2334,N,Women Clothes,215,5,1192,0
132896216,NS,5,95,109,N,Mobile & Accessories,390.8,8,242,0
133047179,NS,4.92,95,650,N,Women Shoes,843.3,14,2289,0
133706640,NS,4.42,95,140,N,Fashion Accessories,532.54,17,1123,0
135020939,NS,4.87,92,179,N,Women Clothes,3128.45,77,671,0
136242732,NS,4.72,65,1108,N,Watches,1117.32,57,125,0
136252289,NS,4.87,57,623,N,Mobile & Accessories,800.16,12,1522,0
137327014,NS,4.7,94,512,N,Women Clothes,273.34,12,1022,0
137574211,PS,4.78,87,454,Y,Mobile & Accessories,1644.36,67,455,1
139551380,NS,4.78,87,291,N,Mobile & Accessories,557.79,27,6,0
139562934,NS,5,95,32,Y,Home & Living,147.89,10,170,1
139687332,NS,5,95,114,N,Home & Living,727.43,7,4970,0
139977931,NS,4.9,65,23,N,Home & Living,14653.52,128,58,0
140949650,NS,4.86,86,93,N,Sports & Outdoor,371.42,8,21,1
145326807,NS,4.95,78,118,N,Baby & Toys,6475.22,73,14,0
149736581,NS,4.9,89,154,N,Men Shoes,737.95,18,27,0
12890,NS,4.91,91,178,N,Health & Beauty,3546.48,42,2557,0
55205,NS,4.58,86,12,Y,Mobile & Accessories,995.94,5,227,1
120351,NS,4.91,87,413,N,Mobile & Accessories,45122.06,789,1632,0
479500,NS,4.93,93,318,N,Health & Beauty,6610.5,75,442,0
487476,NS,4.83,95,381,N,Mobile & Accessories,895.8,9,2330,0
706926,NS,4.7,91,2901,N,Women Clothes,236.5,7,9052,0
1191743,NS,4.76,84,9,N,Muslim Fashion,785.33,9,5228,0
1926900,NS,4.87,91,156,N,Baby & Toys,3553.27,45,2050,0
2913164,NS,4.74,93,98,N,Women Clothes,629.68,16,288,0
3417919,NS,4.96,91,200,N,"Games, Books & Hobbies",827.29,17,85,0
4192460,PS,4.94,94,754,N,Automotive,15859.59,91,162,0
5371977,NS,4.93,91,91,N,Mobile & Accessories,1310.04,7,28,0
5727849,PS,4.91,94,18,N,Health & Beauty,9860.82,70,726,0
6216502,NS,4.94,84,202,N,Baby & Toys,8957.94,159,1220,0
6686991,NS,4.95,95,411,Y,Fashion Accessories,9825.54,92,3096,1
6699492,NS,4.8,80,12,N,Health & Beauty,990.37,14,53,0
7688526,NS,4.76,92,245,N,Women Clothes,1171.9,10,767,0
8405684,NS,4.38,78,41,N,Home & Living,2813.8,13,63,0
8594161,NS,4.95,83,14,N,Health & Beauty,534.71,8,38,0
8730720,NS,4.95,87,182,N,Home & Living,286.96,11,325,0
9154684,NS,4.96,92,11,N,Health & Beauty,318.86,7,34,0
10492986,NS,4.65,65,39,N,Muslim Fashion,340.7,7,2449,0
12232114,NS,4.99,91,43,N,"Games, Books & Hobbies",939.46,20,791,0
13055194,NS,4.96,82,98,N,Groceries & Pets,3464.54,34,566,0
13081134,NS,4.85,95,10,N,Muslim Fashion,3484.4,109,1042,0
13269629,NS,4.9,86,14,N,Automotive,33661.42,258,113,0
14083562,NS,4.97,95,707,N,Health & Beauty,18580.4,106,12901,0
14403601,NS,4.95,93,340,N,Computer & Accessories,2602.9,325,2964,0
14672358,NS,4.9,65,111,N,Muslim Fashion,741,7,1837,0
15402827,NS,4.96,92,143,N,Baby & Toys,495.3,12,240,1
15558679,NS,4.96,65,45,N,Home & Living,891.85,9,94,0
15732628,NS,4.94,78,46,N,Groceries & Pets,247.46,9,62,0
16189554,NS,4.9,94,108,N,Health & Beauty,8402.7,110,209,0
16229657,NS,4.76,95,144,N,Home & Living,1679.86,29,142,0
16317508,PS,4.9,91,78,N,Health & Beauty,17241.99,311,1429,0
16447893,NS,4.97,83,6,N,Home & Living,217,6,31,0
16556068,PS,4.95,95,39,Y,Home & Living,5214.37,102,672,1
17356200,NS,4.96,92,32,N,Muslim Fashion,2870,30,154,0
17746374,NS,4.85,65,89,N,Baby & Toys,1837.06,31,1147,0
18891433,NS,4.92,91,838,N,Home & Living,3022.48,37,463,0
19891924,NS,4.9,93,59,N,Automotive,7603.56,81,258,0
21673293,OS,4.87,82,46,N,Home Appliances,6428.26,61,3198,0
22180874,NS,4.79,85,32,N,Women's Bags,353.27,10,249,0
22259623,PS,4.91,90,113,N,Health & Beauty,11081.19,154,466,0
24060462,NS,4.76,87,454,N,Women Shoes,845.36,13,1673,0
24437192,NS,4.94,95,131,N,Men's Bags & Wallets,1346.28,19,430,0
24438699,PS,4.7,80,1750,N,Mobile & Accessories,21021.96,322,2110,0
24951472,NS,4.95,84,86,N,Health & Beauty,612,6,337,0
25758336,NS,4.67,65,30,N,Baby & Toys,402.15,5,35,0
27392428,NS,4.7,78,7,N,Groceries & Pets,228.7,8,44,0
27789501,NS,4.96,95,21,N,Automotive,535,5,100,0
28068379,NS,4.57,78,664,N,"Games, Books & Hobbies",3049.06,33,492,0
28277393,NS,4.86,92,1585,N,Mobile & Accessories,19330.1,1169,1848,0
28768959,NS,4.98,93,9,N,Home & Living,792.9,34,277,0
29652883,NS,4.63,78,551,N,Mobile & Accessories,669.9,33,171,0
31515034,NS,4.81,84,34,N,Baby & Toys,1288.66,67,218,0
31554727,NS,4.84,95,273,N,Computer & Accessories,824.72,42,138,0
31609904,PS,4.7,95,1327,N,Women Clothes,2577.46,56,3276,0
32673342,NS,4.94,94,120,N,Health & Beauty,4091.83,89,489,0
33063412,NS,4.92,93,8,N,Groceries & Pets,1828.43,12,93,0
33235922,NS,4.67,85,4627,N,Home & Living,5263.16,114,258,0
33692075,NS,4.95,95,13,N,Muslim Fashion,3769.25,52,558,0
34609232,NS,4.75,91,1158,N,Groceries & Pets,5131.88,43,228,0
34680816,NS,4.79,92,65,N,Home & Living,980.99,51,5276,0
35715425,NS,4.93,95,96,N,Health & Beauty,1748.23,41,88,0
36248406,PS,4.93,93,152,N,Home & Living,12544.47,502,2127,0
38007598,NS,4.41,94,259,N,Health & Beauty,1398.22,26,617,0
38320132,NS,4.93,91,36,N,Groceries & Pets,2436.47,39,496,0
40202285,PS,4.96,95,512,N,Health & Beauty,2666.28,85,2507,0
40355694,NS,4.85,65,62,N,Women's Bags,284.7,11,61,0
40875540,PS,4.84,95,3530,N,Mobile & Accessories,12178.14,794,3246,0
41481094,NS,4.96,95,8,N,Health & Beauty,777.8,11,235,0
42755635,NS,4.96,89,55,N,Home & Living,1090.48,32,1498,0
43211257,NS,5,91,100,N,Health & Beauty,1262.9,9,50,0
43320841,NS,4.93,86,12,N,Sports & Outdoor,459.92,20,72,0
43639242,NS,5,90,6,N,Groceries & Pets,142.8,5,38,0
44764895,PS,4.71,78,310,N,Mobile & Accessories,8512.66,269,1799,0
45633432,NS,4.89,86,19,N,Health & Beauty,843.3,7,98,0
47044388,PS,4.86,91,89,N,Groceries & Pets,34057.37,547,1429,0
47375727,PS,4.86,57,1929,N,Home & Living,5946.47,306,1738,0
47940013,NS,4.95,95,145,N,Home & Living,367.86,11,5,0
48250913,NS,4.85,65,26,N,Home & Living,1881.35,5,90,0
49910807,PS,4.86,93,371,N,Mobile & Accessories,9463.49,236,1463,0
50791612,PS,4.88,95,141,N,Home & Living,155667.55,2499,5921,0
51756749,NS,4.96,92,294,N,Muslim Fashion,2768.23,38,1079,0
51837092,NS,5,92,85,N,Health & Beauty,2576.33,42,320,0
51952348,PS,4.79,95,660,N,Baby & Toys,2682.43,87,1071,0
52247023,NS,5,88,13,N,Health & Beauty,721.27,13,22,0
53018201,NS,4.95,87,16,N,Women Clothes,7241,9,60,0
54171032,PS,4.95,91,156,N,Baby & Toys,7105.22,121,907,0
54897674,NS,4.72,95,11,N,Baby & Toys,142.28,7,22,0
55861604,NS,4.85,95,17,N,Health & Beauty,2845.19,22,60,0
55917561,NS,4.81,95,15,N,Groceries & Pets,689.39,20,34,0
56503345,NS,4.89,94,51,N,Sports & Outdoor,11838.92,44,100,0
57052608,PS,4.9,95,84,N,Sports & Outdoor,2731.83,79,192,0
58069671,NS,5,89,5,N,Home & Living,1137.73,7,144,0
58226509,NS,4.86,87,453,N,Watches,4332.68,99,1317,0
58229960,NS,4.5,91,72,N,Watches,604.46,18,221,0
59904815,NS,4.69,95,3513,N,Women Clothes,1877.98,69,285,0
60267284,NS,4.74,91,56,N,Baby & Toys,660.01,6,254,0
60325502,NS,4.7,83,1658,N,Home & Living,7367.87,222,927,0
61175727,NS,4.91,80,5,N,Women Shoes,1208.15,21,232,0
61987446,NS,4.76,57,257,N,Sports & Outdoor,573.2,9,3008,0
62424501,NS,4.94,87,15,N,Fashion Accessories,641.64,19,869,0
62532834,NS,4.89,95,33,N,Home & Living,307.02,5,53,0
62731204,NS,5,94,14,N,Health & Beauty,6494,49,25,0
62994232,NS,4.45,95,882,Y,Watches,253.87,11,1287,1
63001938,NS,4.71,65,222,N,Baby & Toys,712.3,9,1,0
63536598,NS,4.68,84,292,N,Home & Living,1136.86,21,542,0
64213078,NS,4.87,65,7,N,Baby & Toys,20828.78,262,412,0
64533577,PS,4.82,87,560,N,Mobile & Accessories,18263.46,280,2549,0
66736117,PS,4.99,88,9,N,Health & Beauty,10029.35,100,7199,0
67067694,NS,5,95,48,N,Muslim Fashion,1268.25,26,497,0
67577419,NS,5,86,64,N,Home & Living,455,6,165,0
67714871,NS,4.93,92,11,N,Fashion Accessories,1107.02,30,303,0
67968065,NS,4.97,90,9,N,Muslim Fashion,1710.18,27,40,0
68375233,NS,4.81,86,20,N,Health & Beauty,968,19,61,0
68484007,NS,4.91,85,632,N,Home & Living,4860.44,51,870,0
69970562,PS,4.82,87,88,N,Home & Living,6112.79,146,221,0
71928668,NS,4.82,90,95,N,Mobile & Accessories,27841.03,53,439,0
72181038,OS,4.97,95,78,N,Baby & Toys,78346.02,598,10021,0
72936191,NS,4.86,95,7,N,Health & Beauty,10896.33,32,420,0
73433084,PS,4.69,95,424,N,Computer & Accessories,8375,257,1783,0
73642841,NS,4.55,65,2702,N,Home & Living,608.38,38,130,0
73808710,NS,4.71,86,501,N,Automotive,566.91,13,21,0
74290263,NS,4.44,82,967,N,Women Clothes,1207.31,25,1207,0
74453359,PS,4.74,95,562,N,Mobile & Accessories,6149.29,232,601,0
76498252,PS,4.85,95,798,N,Home & Living,10204.27,498,13033,0
76773451,NS,4.89,92,85,N,Sports & Outdoor,1945.33,30,232,0
76793109,NS,4.65,57,48,N,Health & Beauty,3750.07,46,412,0
80572035,NS,4.96,95,201,N,Baby & Toys,570.44,7,41,0
82435735,NS,4.98,93,388,N,"Games, Books & Hobbies",6152.4,152,142,0
82875094,NS,4.71,95,101,N,Health & Beauty,742,6,17,0
83533008,NS,4.92,91,44,N,Groceries & Pets,1137.86,22,24,0
83948456,NS,4.93,89,59,N,Muslim Fashion,2744.1,36,81,0
84807132,PS,4.88,95,228,N,Women Clothes,15848.71,563,3055,0
85032088,NS,4.86,92,209,N,Muslim Fashion,840.91,13,108,0
85482099,NS,4.72,78,236,N,Home & Living,339.22,12,1504,0
86547858,NS,4.91,57,11,N,Women Shoes,2354.24,35,371,0
87940944,NS,4.07,95,4130,N,Men Clothes,562.47,13,555,0
87980602,NS,4.88,94,753,N,Home & Living,57749.73,1857,3928,0
88186873,NS,4.97,95,126,N,Health & Beauty,15526.24,51,61,0
90137824,PS,4.91,95,263,N,Women Clothes,48820.62,1263,4626,0
90473079,NS,4.98,95,90,N,Home & Living,1837.19,26,30,0
90535994,NS,4.59,78,375,N,Home & Living,335.66,13,31,0
91457360,NS,4.69,78,386,N,Automotive,997.82,25,814,0
91809290,NS,4.84,65,15,N,Home Appliances,7066.12,22,145,0
93255159,NS,5,65,49,N,Health & Beauty,319,9,128,0
94507919,PS,4.93,95,121,N,Automotive,4631.98,81,143,0
94636169,NS,4.28,57,152,N,Health & Beauty,717.22,9,73,0
95099179,NS,4.89,92,133,N,Fashion Accessories,1740.88,43,17,0
95528371,NS,5,65,143,N,Home & Living,3412.72,6,5,0
95678474,NS,4.9,94,56,Y,Groceries & Pets,5822.28,93,158,1
96547134,NS,4.76,84,526,N,Fashion Accessories,611.41,28,710,0
97155289,NS,5,95,98,N,Groceries & Pets,112.63,5,28,0
98347848,NS,4.84,65,56,N,Computer & Accessories,334.99,8,94,0
